Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
I Can't Get Next To You,TEMPTATIONS,1969-08-16,84,1,17
Hot Fun In The Summertime,SLY AND THE FAMILY STONE,1969-08-02,104,2,17
Sugar Sugar,THE ARCHIES,1969-06-21,124,1,27
Jean,OLIVER,1969-08-09,122,2,15
Suspicious Minds,ELVIS PRESLEY,1969-09-13,77,1,15
Little Woman,BOBBY SHERMAN,1969-08-23,73,3,13
Wedding Bell Blues,5TH DIMENSION,1969-09-27,67,1,15
Baby It's You,SMITH,1969-09-06,94,5,15
Tracy,CUFF LINKS,1969-09-06,102,9,13
I'm Gonna Make You Mine,LOU CHRISTIE,1969-08-16,113,10,13
Something,BEATLES,1969-10-18,20,3,7
That's The Way Love Is,MARVIN GAYE,1969-08-23,75,7,12
Come Together,BEATLES,1969-10-18,23,1,16
Is That All There Is,PEGGY LEE,1969-09-27,76,11,10
Everybody's Talkin',NILSSON,1969-08-09,111,6,13
Smile A Little Smile For Me,FLYING MACHINE,1969-09-20,102,5,16
This Girl Is A Woman Now,GARY PUCKETT &amp; THE UNION GAP,1969-08-16,112,9,12
Easy To Be Hard,THREE DOG NIGHT,1969-08-09,77,4,13
I'll Never Fall In Love Again,TOM JONES,1969-07-26,86,6,16
You've Lost That Lovin' Feelin',DIONNE WARWICK,1969-09-20,90,16,10
Jealous Kinda Fella,GARLAND GREEN,1969-09-13,78,20,10
Sugar On Sunday,THE CLIQUE,1969-08-23,107,22,12
Green River,CREEDENCE CLEARWATER REVIVAL,1969-08-02,70,2,13
You - I,THE RUGBYS,1969-08-09,126,24,13
Going In Circles,FRIENDS OF DISTINCTION,1969-08-02,119,15,22
Baby I'm For Real,ORIGINALS,1969-09-13,112,14,18
Honky Tonk Woman,ROLLING STONES,1969-07-19,79,1,15
Make Believe,WIND,1969-09-06,90,28,9
And When I Die,BLOOD SWEAT AND TEARS,1969-10-18,50,2,13
Walk On By,ISAAC HAYES,1969-08-23,94,30,13
Oh What A Night,THE DELLS,1969-08-09,127,10,12
When I Die,MOTHERLOAD,1969-08-09,80,18,13
Ball Of Fire,TOMMY JAMES AND THE SHONDELLS,1969-10-04,82,19,8
Suite: Judy Blue Eyes,"CROSBY, STILLS AND NASH",1969-09-27,105,21,13
Jesus Is A Soul Man,LAWRENCE REYNOLDS,1969-09-20,94,28,10
Ruben James,KENNY ROGERS &amp; THE FIRST EDITION,1969-09-20,125,26,13
Take A Letter Maria,R.B. GREAVES,1969-10-11,101,2,16
Something In The Air,THUNDERCLAP NEWMAN,1969-09-06,82,37,10
What's The Use Of Breaking Up,JERRY BUTLER,1969-08-30,64,20,10
In A Moment,INTRIGUES,1969-08-02,100,31,14
So Good Together,ANDY KIM,1969-09-20,101,36,10
Echo Park,KEITH BARBOUR,1969-09-13,105,40,11
Backfield In Motion,MEL &amp; TIM,1969-10-18,48,10,14
Try A Little Kindness,GLEN CAMPBELL,1969-10-11,89,23,11
Don't It Make You Want To Go Home,JOE SOUTH,1969-08-23,84,41,12
World,JAMES BROWN,1969-09-06,115,37,8
Carry Me Back,RASCALS,1969-09-06,70,26,8
Let A Woman Be A Woman,DYKE &amp; THE BLAZERS,1969-09-13,117,36,12
Cherry Hill Park,BILLY JOE ROYAL,1969-09-27,108,15,16
Time Machine,GRAND FUNK RAILROAD,1969-09-27,91,48,11
You'll Never Walk Alone,BROOKLYN BRIDGE,1969-10-04,70,51,6
Na Na Hey Hey Kiss Him Goodbye,STEAM,1969-10-04,118,1,18
Doin' Our Thing,CLARENCE CARTER,1969-09-27,77,46,9
Any Way That You Want Me,EVIE SANDS,1969-08-16,100,53,17
Sad Girl,THE INTRUDERS,1969-08-23,109,47,10
The Sweeter He Is,THE SOUL CHILDREN,1969-10-11,82,52,7
Mind Body And Soul,FLAMING EMBER,1969-09-27,92,26,14
Let A Man Come In And Do The Popcorn,JAMES BROWN,1969-10-11,78,21,8
Yester-Me Yester-You Yesterday,STEVIE WONDER,1969-10-18,94,7,14
Undun,GUESS WHO,1969-10-18,78,22,10
Eli's Coming,THREE DOG NIGHT,1969-10-25,61,10,14
