Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Dominique,THE SINGING NUN,1963-11-02,110,1,14
I'm Leaving It Up To You,DALE AND GRACE,1963-09-28,117,1,16
Everybody,TOMMY ROE,1963-09-28,128,3,16
Louie Louie,THE KINGSMEN,1963-11-02,132,2,17
She's A Fool,LESLEY GORE,1963-09-28,81,5,15
Sugar Shack,JIMMY GILMER AND THE FIREBALLS,1963-09-14,106,1,16
You Don't Have To Be A Baby To Cry,THE CARAVELLES,1963-11-02,84,3,13
Be True To Your School,THE BEACH BOYS,1963-11-02,83,6,12
Washington Square,THE VILLAGE STOMPERS,1963-09-21,100,2,14
Walking The Dog,RUFUS THOMAS,1963-10-05,80,10,14
Deep Purple,NINO TEMPO &amp; APRIL STEVENS,1963-09-07,131,1,16
Little Red Rooster,SAM COOKE,1963-10-19,113,11,11
Hey Little Girl,MAJOR LANCE,1963-10-19,74,13,10
Since I Fell For You,LENNY WELCH,1963-10-26,99,4,16
Drip Drop,DION DI MUCI,1963-11-16,73,6,11
It's All Right,THE IMPRESSIONS,1963-09-28,86,4,14
Twenty Four Hours From Tulsa,GENE PITNEY,1963-10-19,99,17,11
(Down At) Papa Joe's,THE DIXIEBELLES,1963-09-28,90,9,13
Wonderful Summer,ROBIN WARD,1963-10-19,102,14,12
Loddy Lo,CHUBBY CHECKER,1963-11-02,71,12,13
I Wonder What She's Doing Tonight,BARRY AND THE TAMARLANES,1963-10-05,120,21,12
There I've Said It Again,BOBBY VINTON,1963-11-30,50,1,13
Maria Elena,LOS INDIOS TABARAJAS,1963-09-21,99,6,14
Living A Lie,AL MARTINO,1963-10-26,90,22,10
Have You Heard,THE DUPREES,1963-11-02,112,18,11
Talk Back Trembling Lips,JOHNNY TILLOTSON,1963-11-09,91,7,13
Can I Get A Witness,MARVIN GAYE,1963-10-12,117,22,17
In My Room,THE BEACH BOYS,1963-11-02,86,23,11
Bossa Nova Baby,ELVIS PRESLEY,1963-10-19,77,8,10
Forget Him,BOBBY RYDELL,1963-11-02,131,4,17
Wives And Lovers,JACK JONES,1963-10-26,105,14,15
Popsicles And Icicles,THE MURMAIDS,1963-11-09,117,3,16
500 Miles Away From Home,BOBBY BARE,1963-10-05,96,10,11
Quicksand,MARTHA AND THE VANDELLAS,1963-11-23,75,8,12
Baby Don't You Weep,GARNET MIMMS AND THE ENCHANTERS,1963-11-09,107,30,10
Midnight Mary,JOEY POWERS,1963-11-02,102,10,14
I Adore Him,THE ANGELS,1963-10-19,103,25,8
The Nitty Gritty,SHIRLEY ELLIS,1963-11-09,114,8,15
The Boy Next Door,THE SECRETS,1963-11-02,123,18,11
Bad Girl,NEIL SEDAKA,1963-11-02,107,33,10
Walking Proud,STEVE LAWRENCE,1963-10-12,103,26,10
Kansas City,TRINI LOPEZ,1963-11-16,91,23,10
Fools Rush In,RICK NELSON,1963-09-14,87,12,13
Down The Aisle (Wedding Song),PATTI LaBELLE AND HER BLUE BELLES,1963-08-24,125,37,16
Ta La La La Suzy,DEAN AND JEAN,1963-11-02,91,35,13
Saturday Night,THE NEW CHRISTY MINSTRELS,1963-10-19,121,29,8
Young Wings Can Fly (Higher Than You Know),RUBY AND THE ROMANTICS,1963-10-19,127,47,9
I Got A Woman,FREDDIE SCOTT,1963-11-02,98,48,7
The Matador,JOHNNY CASH,1963-10-12,131,44,9
Misery,THE DYNAMICS,1963-10-26,109,44,11
Rags To Riches,SUNNY AND THE SUNLINERS,1963-11-16,89,45,7
I Have A Boyfriend,THE CHIFFONS,1963-11-09,127,36,11
You're Good For Me,SOLOMON BURKE,1963-10-19,112,49,10
Turn Around,DICK AND DEEDEE,1963-11-16,120,27,10
Stewball,"PETER, PAUL AND MARY",1963-11-23,125,35,8
As Long As I Know He's Mine,THE MARVELETTES,1963-11-02,115,47,14
She's Got Everything,THE ESSEX featuring ANITA HUMES,1963-11-09,135,56,6
Shirl Girl,WAYNE NEWTON,1963-10-26,95,58,7
Yesterday And You (Armen's Theme),BOBBY VEE,1963-10-26,126,55,9
I Gotta Dance To Keep From Crying,THE MIRACLES,1963-11-23,92,35,10
Ally Ally Oxen Free,THE KINGSTON TRIO,1963-11-16,122,61,8
Need To Belong,JERRY BUTLER,1963-11-23,79,31,11
The Impossible Happened,LITTLE PEGGY MARCH,1963-11-16,129,57,7
Dawn,DAVID ROCKINGHAM TRIO,1963-10-26,128,62,10
