Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
The Boy Is Mine,BRANDY,1998-05-30,23,1,27
You're Still The One,SHANIA TWAIN,1998-02-14,51,2,42
Too Close,NEXT,1998-02-14,45,1,53
My Way,USHER,1998-06-20,13,2,24
Ray Of Light,MADONNA,1998-07-11,5,5,20
Adia,SARAH McLACHLAN,1998-05-30,28,3,27
Come With Me,PUFF DADDY featuring JIMMY PAGE,1998-06-27,10,4,20
My All,MARIAH CAREY,1998-05-09,2,1,20
They Don't Know,JON B,1998-01-31,29,7,31
Everybody [Backstreet's Back],BACKSTREET BOYS,1998-04-18,24,4,22
Make It Hot,"NICOLE feat MISSY ""MISDEMEANOR"" ELLIOTT",1998-06-27,20,5,23
All My Life,K-CI &amp; JOJO,1998-03-28,15,1,36
Say It,VOICES OF THEORY,1998-04-04,95,10,31
Truly Madly Deeply,SAVAGE GARDEN,1997-12-06,26,1,52
Sex And Candy,MARCY PLAYGROUND,1998-04-11,13,8,28
I Get Lonely,JANET feat BLACKSTREET,1998-05-23,3,3,20
Ghetto Supastar (That What Is What You Are),PRAS MICHEL feat OL' DIRTY BASTARD,1998-06-27,23,15,21
I Got The Hook Up!,MASTER P feat SONS OF FUNK,1998-04-11,57,16,20
When The Lights Go Out,FIVE,1998-06-06,64,10,26
Looking Through Your Eyes,LeANN RIMES,1998-04-18,57,18,24
Stop,SPICE GIRLS,1998-06-20,36,16,19
The Arms Of The One Who Loves You,XSCAPE,1998-05-02,24,7,20
Whatcha Gonna Do?,LINK,1998-06-06,45,23,19
Gettin' Jiggy Wit It,WILL SMITH,1998-02-28,3,1,32
Shorty (You Keep Playin' With My Mind),IMAJIN featuring KEITH MURRAY,1998-05-30,56,25,20
Still Not A Player,BIG PUNISHER featuring JOE,1998-06-13,40,24,23
How's It Going To Be,THIRD EYE BLIND,1997-12-06,36,9,52
Let's Ride,MONTELL JORDAN feat MASTER P &amp; SILKK THE SHOCKER,1998-03-07,84,2,21
How Do I Live,LeANN RIMES,1997-06-21,89,2,69
Turn It Up (Remix) / Fire It Up,BUSTA RHYMES,1998-05-09,10,10,20
This Kiss,FAITH HILL,1998-03-21,90,7,48
I Want You Back,'N SYNC,1998-03-07,25,13,24
"No, No, No",DESTINY'S CHILD,1997-11-29,64,3,35
Body Bumpin' Yippie-Yi-Yo,PUBLIC ANNOUNCEMENT,1998-02-21,41,5,22
Together Again,JANET,1997-12-20,9,1,46
I Don't Want To Wait,PAULA COLE,1997-11-01,19,11,56
Make 'Em Say Uhh!,"MASTER P feat FIEND, SILKK THE SHOCKER, MIA X &amp; MYSTIKAL",1998-01-31,41,16,27
It's All About Me,MYA &amp; SISQO,1998-03-14,82,6,20
Heaven's What I Feel,GLORIA ESTEFAN,1998-05-23,34,27,20
Raise The Roof,LUKE featuring NO GOOD BUT SO GOOD,1998-03-28,59,26,20
Who Am I,BEENIE MAN,1998-03-14,93,40,20
Ava Adore,THE SMASHING PUMPKINS,1998-07-04,42,42,20
Cheers 2 U,PLAYA,1998-03-28,72,38,20
Frozen,MADONNA,1998-03-21,8,2,20
Ooh La La,ROD STEWART,1998-07-04,48,39,20
To The Moon And Back,SAVAGE GARDEN,1998-07-11,46,24,13
Candle In The Wind 1997 / Something About The Way You Look T,ELTON JOHN,1997-10-11,1,1,42
Crush,JENNIFER PAIGE,1998-07-04,69,3,25
You Make Me Wanna ...,USHER,1997-08-23,25,2,47
What You Want,MASE featuring TOTAL,1998-01-31,35,6,24
Cleopatra's Theme,CLEOPATRA,1998-07-04,60,26,19
Victory,PUFF DADDY &amp; THE FAMILY feat THE NOTORIOUS B.I.G.,1998-03-21,50,19,20
My Heart Will Go On,CELINE  DION,1998-02-28,1,1,20
Nobody Does It Better,NATE DOGG featuring WARREN G,1998-07-11,54,18,18
You Won't Forget Me,LA BOUCHE,1998-06-06,56,48,20
Get At Me Dog,DMX featuring SHEEK OF THE LOX,1998-02-28,52,39,20
There's Your Trouble,DIXIE CHICKS,1998-05-16,85,36,16
Spark,TORI AMOS,1998-06-27,53,49,14
Black Ice (Sky High),GOODIE MOB featuring OUTKAST,1998-06-27,91,50,15
Do Your Thing,7 MILE,1998-04-25,98,50,19
Ding-A-Ling,HI-TOWN DJ'S,1998-05-02,93,56,19
The Cup Of Life,RICKY MARTIN,1998-06-27,90,60,16
Freak Out,NUTTA BUTTA featuring TEDDY RILEY &amp; ANONYMOUS,1998-06-20,84,63,11
I'm Alright,JO DEE MESSINA,1998-03-14,61,43,20
"Money, Power & Respect",THE LOX featuring DMX &amp; LIL' KIM,1998-04-04,41,17,20
Push It,GARBAGE,1998-05-09,52,52,18
Wishlist,PEARL JAM,1998-05-23,48,47,20
Imagination,TAMIA,1998-03-21,68,37,20
Ninety Nine (Flash The Message),JOHN FORTE,1998-05-30,74,59,16
There You Are,SAM SALTER,1998-06-20,95,57,12
One Heart At A Time,VARIOUS ARTISTS,1998-05-30,93,56,20
