Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Say You Say Me,LIONEL RICHIE,1985-11-09,40,1,20
Party All The Time,EDDIE MURPHY,1985-10-05,82,2,22
That's What Friends Are For,DIONNE &amp; FRIENDS,1985-11-09,67,1,23
Alive And Kicking,SIMPLE MINDS,1985-10-19,52,3,20
I Miss You,KLYMAXX,1985-09-14,86,5,29
Small Town,JOHN COUGAR MELLENCAMP,1985-11-02,51,6,18
Tonight She Comes,CARS,1985-11-02,59,7,17
Talk To Me,STEVIE NICKS,1985-11-16,66,4,18
Broken Wings,MR MISTER,1985-09-21,84,1,22
Walk Of Life,DIRE STRAITS,1985-11-02,61,7,21
Separate Lives,PHIL COLLINS &amp; MARILYN MARTIN,1985-10-05,45,1,21
Burning Heart,SURVIVOR,1985-11-02,64,2,22
My Hometown,BRUCE SPRINGSTEEN,1985-12-07,55,6,15
I'm Your Man,WHAM,1985-11-30,55,3,18
Election Day,ARCADIA,1985-10-26,46,6,16
It's Only Love,BRYAN ADAMS &amp; TINA TURNER,1985-11-23,53,15,14
Love Is The Seventh Wave,STING,1985-11-09,61,17,13
Go Home,STEVIE WONDER,1985-11-23,67,10,17
Spies Like Us,PAUL McCARTNEY,1985-11-23,59,7,17
Conga,MIAMI SOUND MACHINE,1985-10-19,95,10,27
Sleeping Bag,ZZ TOP,1985-10-19,49,8,17
You're A Friend Of Mine,CLARENCE CLEMONS &amp; JACKSON BROWNE,1985-10-26,80,18,19
Perfect Way,SCRITTI POLITTI,1985-09-07,87,11,25
Emergency,KOOL AND THE GANG,1985-10-26,77,18,16
Goodbye,NIGHT RANGER,1985-11-09,80,17,18
When The Going Gets Tough,BILLY OCEAN,1985-11-30,63,2,23
Everybody Dance,TA MARA &amp; THE SEEN,1985-10-12,87,24,21
Sidewalk Talk,JELLYBEAN,1985-11-16,80,18,18
Sex As A Weapon,PAT BENATAR,1985-11-23,72,28,13
Face To Face,PETE TOWNSHEND,1985-11-09,87,26,16
How Will I Know,WHITNEY HOUSTON,1985-12-07,60,1,23
Object Of My Desire,STARPOINT,1985-09-28,76,25,24
The Sweetest Taboo,SADE,1985-11-23,90,5,22
A Love Bizarre,SHEILA E,1985-11-16,84,11,23
Everything In My Heart,COREY HART,1985-11-30,74,30,15
Living In America,JAMES BROWN,1985-12-07,91,4,19
The Sun Always Shines On TV,A-HA,1985-11-30,79,20,17
Life In A Northern Town,DREAM ACADEMY,1985-11-30,89,7,21
Kyrie,MR. MISTER,1985-12-21,61,1,20
Tarzan Boy,BALTIMORA,1985-10-19,80,13,26
Never,HEART,1985-09-14,70,4,24
We Built This City,STARSHIP,1985-09-07,73,1,24
