Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Annie's Song,JOHN DENVER,1974-06-01,87,1,17
Don't Let The Sun Go Down On Me,ELTON JOHN,1974-06-22,70,2,15
Rock & Roll Heaven,RIGHTEOUS BROTHERS,1974-05-25,78,3,17
Rock Your Baby,GEORGE McCRAE,1974-06-01,93,1,17
Rikki Don't Lose My Number,STEELY DAN,1974-05-11,84,4,19
Feel Like Makin' Love,ROBERTA FLACK,1974-06-22,78,1,16
The Air That I Breathe,HOLLIES,1974-04-20,98,6,21
Rock The Boat,HUES CORPORATION,1974-05-25,83,1,18
Please Come To Boston,DAVE LOGGINS,1974-06-01,98,5,18
Call On Me,CHICAGO,1974-06-22,89,6,15
Sideshow,BLUE MAGIC,1974-05-18,92,8,21
On & On,GLADYS KNIGHT AND THE PIPS,1974-05-25,70,5,17
Radar Love,GOLDEN EARRING,1974-05-11,99,13,20
The Night Chicago Died,PAPER LACE,1974-06-15,98,1,17
Waterloo,ABBA,1974-06-01,76,6,17
One Hell Of A Woman,MAC DAVIS,1974-03-30,96,11,28
Finally Got Myself Together,IMPRESSIONS,1974-05-04,99,17,18
Wildwood Weed,JIM STAFFORD,1974-07-06,84,7,14
Keep On Smilin',WET WILLIE,1974-05-25,93,10,19
Takin' Care Of Business,BACHMAN-TURNER OVERDRIVE,1974-05-18,98,12,20
If You Talk In Your Sleep,ELVIS PRESLEY,1974-06-08,77,17,13
Machine Gun,COMMODORES,1974-06-15,83,22,13
Tell Me Something Good,RUFUS,1974-06-15,79,3,17
The Heart,GENE REDDING,1974-05-04,98,24,16
Sure As I'm Sittin' Here,THREE DOG NIGHT,1974-06-29,88,16,13
Fish Ain't Bitin',LAMONT DOZIER,1974-06-15,91,26,12
If You Love Me,OLIVIA NEWTON-JOHN,1974-04-13,87,5,20
Shinin' On,GRAND FUNK,1974-07-13,63,11,11
He Won't See Me,ANNE MURRAY,1974-04-20,83,8,20
Rock Me Gently,ANDY KIM,1974-06-22,81,1,18
You And Me Against The World,HELEN REDDY,1974-06-15,87,9,20
I'm Leaving It All Up To You,DONNY &amp; MARIE OSMOND,1974-07-06,90,4,15
Hollywood Swinging,KOOL AND THE GANG,1974-04-20,87,6,19
(You're) Having My Baby,PAUL ANKA,1974-07-06,82,1,15
Come Monday,JIMMY BUFFETT,1974-05-18,96,30,14
Hang On In There Baby,JOHNNY BRISTOL,1974-06-29,79,8,17
Workin' At The Car Wash Blues,JIM CROCE,1974-06-08,84,32,11
Rub It In,BILLY 'CRASH' CRADDOCK,1974-06-29,84,16,15
Billy - Don't Be A Hero,BO DONALDSON &amp; THE HEYWOODS,1974-04-20,90,1,19
Band On The Run,PAUL McCARTNEY &amp; WINGS,1974-04-20,68,1,18
My Thang,JAMES BROWN,1974-06-22,79,29,13
I Shot The Sheriff,ERIC CLAPTON,1974-07-13,76,1,14
Wild Thing,FANCY,1974-06-15,99,14,17
Kung Fu,CURTIS MAYFIELD,1974-06-22,96,40,13
Sundown,GORDON LIGHTFOOT,1974-04-13,83,1,18
Put Out The Light,JOE COCKER,1974-06-22,82,46,12
Ballero,WAR,1974-06-08,85,33,10
Be Thankful For What You've Got,WILLIAM DE VAUGHAN,1974-05-04,89,4,18
Dancing Machine,JACKSON FIVE,1974-03-16,79,2,22
Nothing From Nothing,BILLY PRESTON,1974-07-13,70,1,18
Then Came You,DIONNE WARWICK &amp; THE SPINNERS,1974-07-27,51,1,19
You Make Me Feel Brand New,STYLISTICS,1974-03-23,84,2,25
Midnight At The Oasis,MARIA MULDAUR,1974-02-23,97,6,24
Jive Turkey,OHIO PLAYERS,1974-06-15,75,47,11
Happiness Is Just Around The Bend,MAIN INGREDIENT,1974-06-29,97,35,12
River's Risin',EDGAR WINTER,1974-07-13,102,33,10
Haven't Got Time For The Pain,CARLY SIMON,1974-05-11,80,14,12
The Streak,RAY STEVENS,1974-04-13,84,1,17
Room Full Of Roses,MICKEY GILLEY,1974-06-08,88,50,11
Old Home Filler-Up & Keep-On-A-Truckin' Cafe,C.W. McCALL,1974-06-29,90,54,7
Clap For The Wolfman,GUESS WHO,1974-07-13,105,6,17
I'm Coming Home,SPINNERS,1974-05-18,84,18,13
It's Better To Have,DON COVAY,1974-07-06,106,63,7
Don't Knock My Love,DIANA ROSS &amp; MARVIN GAYE,1974-07-13,90,46,9
Already Gone,EAGLES,1974-05-04,97,32,15
Time For Livin',SLY AND THE FAMILY STONE,1974-07-06,98,32,12
Between Her Goodbye & My Hello,GLADYS KNIGHT AND THE PIPS,1974-06-29,98,57,9
If You Wanna Get To Heaven,OZARK MOUNTAIN DAREDEVILS,1974-04-20,99,25,16
Train Of Thought,CHER,1974-05-25,75,27,11
You're Welcome - Stop On By,BOBBY WOMACK,1974-07-06,97,59,7
Kalimba Story,EARTH WIND AND FIRE,1974-07-06,103,55,10
Don't Change Horses,TOWER OF POWER,1974-07-13,101,26,11
Dance Master,WILLIE HENDERSON,1974-07-06,99,73,5
Beach Baby,FIRST CLASS,1974-07-20,74,4,17
Rings,LOBO,1974-07-20,79,43,9
My Girl Bill,JIM STAFFORD,1974-04-20,74,12,15
Let's Put It All Together,STYLISTICS,1974-07-27,77,18,12
You Can't Be A Beacon,DONNA FARGO,1974-06-29,91,57,13
Secretary,BETTY WRIGHT,1974-07-13,84,62,8
Save The Last Dance For Me,DeFRANCO FAMILY,1974-05-04,84,18,13
Sugar Baby Love,RUBETTES,1974-07-13,109,37,11
For The Love Of Money,O'JAYS,1974-04-13,90,9,16
There Will Never Be Any Peace,CHI-LITES,1974-06-15,93,63,7
La Grange,ZZ TOP,1974-07-27,84,84,2
Walk On,NEIL YOUNG,1974-07-13,91,69,7
Rings,REUBEN HOWELL,1974-07-13,110,86,4
Free Man In Paris,JONI MITCHELL,1974-07-27,87,22,14
That's How It Goes,BLOODSTONE,1974-07-27,88,82,6
