Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Un-Break My Heart,TONI BRAXTON,1996-10-26,22,1,42
Wannabe,SPICE GIRLS,1997-01-25,11,1,23
Don't let Go (Love),EN VOGUE,1996-11-09,25,2,35
I Believe I Can Fly,R. KELLY,1996-12-14,26,2,34
Can't Nobody Hold Me Down,PUFF DADDY featuring MASE,1997-01-25,32,1,28
I Believe In You And Me,WHITNEY HOUSTON,1996-12-28,7,4,20
Nobody,KEITH SWEAT featuring ATHENA CAGE,1996-10-05,37,3,35
You Were Meant For Me / Foolish Games,JEWEL,1996-11-30,61,2,65
Every Time I Close My Eyes,BABYFACE,1997-02-01,19,6,26
No Diggity,BLACKSTREET,1996-10-12,48,1,31
Cold Rock A Party,MC LYTE,1996-11-30,67,11,20
In My bed,DRU HILL,1997-01-11,65,4,25
On & On,ERYKAH BADU,1997-01-25,33,12,19
Ooh Aah... Just A Little Bit,GINA G,1996-11-30,77,12,30
I'm Still In Love With You,NEW EDITION,1996-11-09,16,7,20
Mouth,MERRIL BAINBRIDGE,1996-09-07,67,4,30
If It Makes You Happy,SHERYL CROW,1996-09-21,44,10,27
It's All Coming Back To Me Now,CELINE DION,1996-08-17,27,2,30
Where Do You Go,NO MERCY,1996-07-06,68,5,39
When You Love A Woman,JOURNEY,1996-10-26,17,12,22
I Love You Always Forever,DONNA LEWIS,1996-06-22,95,2,41
Free To Decide / When You're Gone,CRANBERRIES,1996-11-23,66,22,20
No Time,LIL' KIM featuring PUFF DADDY,1996-11-09,59,18,20
Barely Breathing,DUNCAN SHEIK,1996-11-30,85,16,55
I Like It,BLACKOUT ALLSTARS,1996-12-07,83,25,22
Last Night,AZ YET,1996-08-24,64,9,29
Change The World,ERIC CLAPTON,1996-07-20,9,5,43
I Finally Found Someone,BARBRA STREISAND &amp; BRYAN ADAMS,1996-11-23,28,8,20
This Is Your Night,AMBER,1996-06-15,98,24,40
