Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
The Letter,THE BOX TOPS,1967-08-12,81,1,16
Never My Love,THE ASSOCIATION,1967-08-26,83,2,14
Ode To Billie Joe,BOBBY GENTRY,1967-07-29,118,1,15
Come Back When You Grow Up,BOBBY VEE AND THE STRANGERS,1967-07-15,104,3,17
Little Ole Man (Uptight-Everything's Alright),BILL COSBY,1967-08-26,123,4,12
(Your Love Keeps Lifting Me) Higher And Higher,JACKIE WILSON,1967-08-12,71,6,12
Reflections,DIANA ROSS AND THE SUPREMES,1967-08-12,61,2,11
"Apples, Peaches, Pumpkin Pie",JAY AND THE TECHNIQUES,1967-07-08,112,6,18
How Can I Be Sure,THE YOUNG RASCALS,1967-09-09,80,4,11
Gimme Little Sign,BRENTON WOOD,1967-08-05,102,9,16
To Sir With Love,LULU,1967-08-26,128,1,19
I Dig Rock And Roll Music,"PETER, PAUL AND MARY",1967-08-19,76,9,11
Brown Eyed Girl,VAN MORRISON,1967-07-08,113,10,17
Funky Broadway,WILSON PICKETT,1967-08-05,92,8,12
Dandelion,THE ROLLING STONES,1967-09-09,75,14,8
Get On Up,THE ESQUIRES,1967-08-19,92,11,15
Expressway (To Your Heart),THE SOUL SURVIVORS,1967-09-02,83,4,15
I Make A Fool Of Myself,FRANKIE VALLI,1967-08-26,93,18,8
Hey Baby (They're Play Our Song),THE BUCKINGHAMS,1967-09-09,83,12,10
Soul Man,SAM AND DAVE,1967-09-09,79,2,15
Groovin',BOOKER T. AND THE MG'S,1967-08-05,86,21,12
You Know What I Mean,THE TURTLES,1967-08-05,75,12,11
Your Precious Love,MARVIN GAYE &amp; TAMMY TERRELL,1967-09-09,73,5,13
You Keep Running Away,THE FOUR TOPS,1967-09-09,102,19,9
Love Bug Leave My Heart Alone,MARTHA AND THE VANDELLAS,1967-08-19,94,25,9
The Cat In The Window (The Bird In The Sky),PETULA CLARK,1967-09-02,72,26,7
You're My Everything,THE TEMPTATIONS,1967-07-29,74,6,12
Gettin' Together,TOMMY JAMES AND THE SHONDELLS,1967-08-26,75,18,8
It Must Be Him,VICKI CARR,1967-08-26,132,3,16
What Now My Love,MITCH RYDER,1967-09-09,82,30,7
