Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
We Built This City,STARSHIP,1985-09-07,73,1,24
You Belong To The City,GLENN FREY,1985-09-14,57,2,21
Separate Lives,PHIL COLLINS &amp; MARILYN MARTIN,1985-10-05,45,1,21
Broken Wings,MR MISTER,1985-09-21,84,1,22
Never,HEART,1985-09-14,70,4,24
Lay Your Hands On Me,THOMPSON TWINS,1985-09-21,56,6,20
Head Over Heels,TEARS FOR FEARS,1985-09-14,49,3,20
Miami Vice Theme,JAN HAMMER,1985-09-07,59,1,22
Who's Zoomin' Who,ARETHA FRANKLIN,1985-09-28,51,7,19
Part Time Lover,STEVIE WONDER,1985-09-07,43,1,21
Be Near Me,ABC,1985-08-24,76,9,22
You Are My Lady,FREDDIE JACKSON,1985-09-07,85,12,20
Election Day,ARCADIA,1985-10-26,46,6,16
Sleeping Bag,ZZ TOP,1985-10-19,49,8,17
One Of The Living,TINA TURNER,1985-10-05,52,15,18
Love Theme From St Elmo's Fire,DAVID FOSTER,1985-08-24,92,15,22
Party All The Time,EDDIE MURPHY,1985-10-05,82,2,22
Alive And Kicking,SIMPLE MINDS,1985-10-19,52,3,20
I Miss You,KLYMAXX,1985-09-14,86,5,29
Soul Kiss,OLIVIA NEWTON-JOHN,1985-10-05,63,20,15
Perfect Way,SCRITTI POLITTI,1985-09-07,87,11,25
Say You Say Me,LIONEL RICHIE,1985-11-09,40,1,20
Take On Me,A-HA,1985-07-13,91,1,27
Saving All My Love For You,WHITNEY HOUSTON,1985-08-17,53,1,22
Small Town,JOHN COUGAR MELLENCAMP,1985-11-02,51,6,18
Sisters Are Doing It For Themselves,EURYTHMICS &amp; ARETHA FRANKLIN,1985-10-19,62,18,15
So In Love,ORCHESTRAL MANOEUVRES IN THE DARK,1985-08-31,86,26,17
Wrap Her Up,ELTON JOHN,1985-10-26,53,20,14
One Night Love Affair,BRYAN ADAMS,1985-09-14,56,13,15
Tonight She Comes,CARS,1985-11-02,59,7,17
Running Up That Hill,KATE BUSH,1985-09-07,95,30,20
Object Of My Desire,STARPOINT,1985-09-28,76,25,24
Walk Of Life,DIRE STRAITS,1985-11-02,61,7,21
Lovin' Every Minute Of It,LOVERBOY,1985-08-24,59,9,21
Emergency,KOOL AND THE GANG,1985-10-26,77,18,16
Burning Heart,SURVIVOR,1985-11-02,64,2,22
Conga,MIAMI SOUND MACHINE,1985-10-19,95,10,27
You're A Friend Of Mine,CLARENCE CLEMONS &amp; JACKSON BROWNE,1985-10-26,80,18,19
That's What Friends Are For,DIONNE &amp; FRIENDS,1985-11-09,67,1,23
Love Is The Seventh Wave,STING,1985-11-09,61,17,13
And We Danced,HOOTERS,1985-08-10,72,21,20
Do It For Love,SHEENA EASTON,1985-10-26,68,29,14
Girls Are More Fun,RAY PARKER JR.,1985-10-05,72,34,15
Oh Sheila,READY FOR THE WORLD,1985-08-03,85,1,21
Everybody Dance,TA MARA &amp; THE SEEN,1985-10-12,87,24,21
Sun City,ARTISTS UNITED AGAINST APARTHEID,1985-11-02,74,38,13
Talk To Me,STEVIE NICKS,1985-11-16,66,4,18
To Live And Die In L.A.,WANG CHUNG,1985-10-12,84,41,18
Fortress Around Your Heart,STING,1985-08-24,51,8,20
I'm Gonna Tear Your Playhouse Down,PAUL YOUNG,1985-09-07,54,13,14
Lonely Ol' Night,JOHN COUGAR MELLENCAMP,1985-08-24,40,6,20
Tears Are Falling,KISS,1985-10-19,85,51,13
It's Only Love,BRYAN ADAMS &amp; TINA TURNER,1985-11-23,53,15,14
Too Young,JACK WAGNER,1985-10-26,86,52,14
The Night Is Still Young,BILLY JOEL,1985-10-05,65,34,10
Money For Nothing,DIRE STRAITS,1985-07-13,87,1,22
Hurts To Be In Love,GINO VANNELLI,1985-09-21,95,57,12
Goodbye,NIGHT RANGER,1985-11-09,80,17,18
Spies Like Us,PAUL McCARTNEY,1985-11-23,59,7,17
Face To Face,PETE TOWNSHEND,1985-11-09,87,26,16
Freedom,POINTER SISTERS,1985-11-02,78,59,11
Tarzan Boy,BALTIMORA,1985-10-19,80,13,26
And She Was,TALKING HEADS,1985-09-07,94,54,20
Cherish,KOOL AND THE GANG,1985-07-06,70,2,25
Boy In The Box,COREY HART,1985-09-14,69,26,12
Sidewalk Talk,JELLYBEAN,1985-11-16,80,18,18
Go Home,STEVIE WONDER,1985-11-23,67,10,17
The Oak Tree,MORRIS DAY,1985-09-28,84,65,12
Small Town Girl,JOHN CAFFERTY &amp; THE BEAVER BROWN BAND,1985-11-09,82,64,10
Everyday,JAMES TAYLOR,1985-11-09,79,61,11
Count Me Out,NEW EDITION,1985-11-02,88,51,15
Sex As A Weapon,PAT BENATAR,1985-11-23,72,28,13
The Big Money,RUSH,1985-11-09,93,45,14
I'll Be Good,RENE &amp; ANGELA,1985-09-28,82,47,10
I'm Goin' Down,BRUCE SPRINGSTEEN,1985-09-07,48,9,13
After The Fire,ROGER DALTREY,1985-09-14,95,48,13
America,PRINCE,1985-10-19,70,46,7
Dangerous,LOVERBOY,1985-11-16,86,65,9
A Love Bizarre,SHEILA E,1985-11-16,84,11,23
