Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
(Everything I Do) I Do It For You,BRYAN ADAMS,1991-06-29,53,1,22
Right Here Right Now,JESUS JONES,1991-04-13,94,2,25
Unbelievable,EMF,1991-04-13,87,1,23
P.A.S.S.I.O.N.,RHYTHM SYNDICATE,1991-06-01,73,2,17
Summertime,D.J. JAZZY JEFF AND THE FRESH PRINCE,1991-06-15,85,4,18
Rush Rush,PAULA ABDUL,1991-05-11,36,1,19
Piece Of My Heart,TARA KEMP,1991-05-11,98,7,18
Every Heartbeat,AMY GRANT,1991-06-15,53,2,19
It Ain't Over Till It's Over,LENNY KRAVITZ,1991-06-08,64,2,19
Temptation,CORINA,1991-05-18,94,6,21
Place In The World,MICHAEL W. SMITH,1991-05-04,84,6,21
Lily Was Here,DAVID A. STEWART &amp; CANDY DULFER,1991-05-18,91,11,16
Fading Like A Flower,ROXETTE,1991-06-15,59,2,18
The Dream Is Still Alive,WILSON PHILLIPS,1991-06-01,71,12,14
I Wanna Sex You Up,COLOR ME BADD,1991-04-06,88,2,23
I'll Be There,ESCAPE CLUB,1991-05-25,91,8,25
Wind Of Change,SCORPIONS,1991-06-01,91,4,25
Here I Am (Come And Take Me),UB40,1991-03-23,97,7,25
I Can't Wait Another Minute,HI-FIVE,1991-06-22,77,8,21
Love And Understanding,CHER,1991-06-15,60,17,15
3am Eternal,KLF,1991-06-22,94,5,19
Crazy,SEAL,1991-06-22,83,7,19
Motownphilly,BOYZ II MEN,1991-06-15,63,3,24
Nights Like This,AFTER 7,1991-05-25,78,24,15
Power Of Love / Love Power,LUTHER VANDROSS,1991-04-27,63,4,18
The Promise Of A New Day,PAULA ABDUL,1991-07-20,40,1,16
Do You Want Me,SALT-N-PEPA,1991-03-23,91,21,26
Now That We've Found Love,HEAVY D AND THE BOYZ,1991-06-29,93,11,22
Hard To Handle,BLACK CROWES,1991-06-22,84,26,14
More Than Words,EXTREME,1991-03-23,81,1,24
Too Many Walls,CATHY DENNIS,1991-07-06,65,8,20
Gypsy Woman,CRYSTAL WATERS,1991-05-04,94,8,16
Things That Make You Go Hmmmm...,C&amp;C MUSIC FACTORY featuring FREEDOM WILLIAMS,1991-07-20,49,4,16
You Could Be Mine,GUNS N'ROSES,1991-07-13,64,29,15
I'll Never Let You Go,STEELHEART,1991-03-16,77,23,27
The Motown Song,ROD STEWART,1991-07-06,73,10,17
Unforgettable,NATALIE COLE &amp; NAT KING COLE,1991-07-13,68,14,17
Time Love And Tenderness,MICHAEL BOLTON,1991-07-13,59,7,18
Walking In Memphis,MARC COHN,1991-03-30,87,13,23
Only Time Will Tell,NELSON,1991-06-22,90,28,14
Let The Beat Hit 'Em,LISA LISA AND CULT JAM,1991-06-22,98,37,16
Elevate My Mind,STEREO MCS,1991-06-01,88,39,13
A Better Love,LONDONBEAT,1991-05-11,86,18,15
Can't Forget You,GLORIA ESTEFAN,1991-06-08,90,43,13
Love Of A Lifetime,FIREHOUSE,1991-06-29,81,5,22
How Can I Ease The Pain,LISA FISCHER,1991-04-13,98,11,20
Losing My Religion,R.E.M.,1991-04-06,73,4,21
Kissing You,KEITH WASHINGTON,1991-05-25,88,40,13
Just Like You,ROBBIE NEVIL,1991-07-06,84,25,14
Love On A Rooftop,DESMOND CHILD,1991-06-22,93,40,12
Learning To Fly,TOM PETTY AND THE HEARTBREAKERS,1991-06-29,87,28,14
Playground,ANOTHER BAD CREATION,1991-04-27,66,10,17
Never Gonna Let You Down,SURFACE,1991-04-27,88,17,17
Can You Stop The Rain,PEABO BRYSON,1991-06-22,100,52,15
You Can't Play With My Yo-Yo,YO-YO featuring ICE CUBE,1991-05-25,87,36,12
Good Vibrations,MARKY MARK &amp; THE FUNKY BUNCH featuring LOLEATTA HOLLOWAY,1991-07-20,82,1,20
My Body Says Yes,TITIYO,1991-06-08,85,42,11
It Hit Me Like A Hammer,HUEY LEWIS AND THE NEWS,1991-07-20,80,21,13
Pop Goes The Weasel,3RD BASS,1991-07-13,82,29,13
I Adore Mi Amor,COLOR ME BADD,1991-07-27,60,1,20
With You,TONY TERRY,1991-06-29,84,14,23
Can I Call You My Girl,PC QUEST,1991-05-04,96,58,15
Got A Love For You,JOMANDA,1991-07-06,99,40,15
The Sound Of Your Voice,.38 SPECIAL,1991-07-13,100,33,15
Dirty Love,THUNDER,1991-06-01,95,55,13
Exclusivity,DAMIAN DAME,1991-05-18,97,42,12
My Name Is Not Susan,WHITNEY HOUSTON,1991-07-27,67,20,10
Everybody Plays The Fool,AARON NEVILLE,1991-07-20,87,8,20
Something To Talk About,BONNIE RAITT,1991-07-20,83,5,20
I Don't Wanna Cry,MARIAH CAREY,1991-04-06,50,1,19
Shiny Happy People,R.E.M.,1991-07-27,71,10,15
Strike It Up,BLACK BOX,1991-04-06,87,8,18
My Fallen Angel,CORO,1991-07-13,97,54,11
Shake It,JESSE JAYMES,1991-07-06,98,74,5
Your Love,KEITH SWEAT,1991-06-15,91,71,9
Love Is A Wonderful Thing,MICHAEL BOLTON,1991-04-20,36,4,17
Borrowed Love,BINGO BOYS,1991-06-29,95,71,6
Break Up To Make Up,CYNTHIA,1991-06-22,95,70,8
Love Desire,SANDEE,1991-06-01,89,49,11
There She Goes,THE LA'S,1991-07-20,94,49,10
Pump It,ICY BLUE,1991-07-06,91,78,5
Ooh La La,DAVID HALLYDAY,1991-05-25,92,51,10
Latin Active,A LIGHTER SHADE OF BROWN,1991-07-20,92,59,12
Don't Treat Me Bad,FIREHOUSE,1991-03-09,86,19,23
Higher Than Hope,DARYL BRAITHWAITE,1991-06-01,78,47,10
Forever Amo'r,D'ZYRE,1991-06-08,87,77,9
What A Price To Pay,MICHAEL DAMIAN,1991-06-08,92,60,8
I Don't Wanna See You,MICHAEL MORALES,1991-07-27,88,73,4
Life Goes On,POISON,1991-05-04,95,35,13
Surrender,TRIXTER,1991-06-08,94,72,10
I Like The Way,HI-FIVE,1991-02-23,90,1,23
