Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Womanizer,BRITNEY SPEARS,2008-10-18,96,1,23
Whatever You Like,T.I.,2008-08-23,99,1,31
Live Your Life,T.I. featuring RIHANNA,2008-10-11,80,1,28
So What,PINK,2008-09-06,9,1,31
Hot'n'Cold,KATY PERRY,2008-08-23,88,3,38
Disturbia,RIHANNA,2008-07-05,18,1,37
Let It Rock,KEVIN RUDOLF featuring LIL WAYNE,2008-09-13,85,5,35
Can't Believe It,T-PAIN featuring LIL WAYNE,2008-08-16,29,7,24
Miss Independent,NE-YO,2008-09-06,98,7,28
Paper Planes,M.I.A.,2008-08-02,55,4,20
Better In Time,LEONA LEWIS,2008-08-02,75,11,30
Love Lockdown,KANYE WEST,2008-10-04,3,3,23
Closer,NE-YO,2008-05-03,95,7,39
Love Story,TAYLOR SWIFT,2008-09-27,16,4,49
I'm Yours,JASON MRAZ,2008-05-03,93,6,76
Gotta Be Somebody,NICKELBACK,2008-10-18,10,10,27
Keeps Gettin' Better,CHRISTINA AGUILERA,2008-10-18,7,7,18
Mrs. Officer,LIL WAYNE featuring BOBBY VALENTINO,2008-09-06,86,16,22
One Step At A Time,JORDIN SPARKS,2008-07-12,79,17,21
Forever,CHRIS BROWN,2008-05-10,9,2,33
Got Money,LIL WAYNE featuring T-PAIN,2008-06-14,13,10,27
Crush,DAVID ARCHULETA,2008-08-30,2,2,23
My Life,THE GAME featuring LIL WAYNE,2008-08-23,21,21,20
Viva La Vida,COLDPLAY,2008-05-24,15,1,51
Fall For You,SECONDHAND SERENADE,2008-06-28,85,21,30
Right Now (Na Na Na),AKON,2008-10-11,17,8,22
Spotlight,JENNIFER HUDSON,2008-08-09,96,24,21
American Boy,ESTELLE featuring KANYE WEST,2008-05-03,98,9,30
In The Ayer,FLO RIDA featuring WILL.I.AM.,2008-07-05,38,9,21
Krazy,PITBULL featuring LIL JON,2008-10-11,63,30,19
Dangerous,KARDINAL OFFISHALL featuring AKON,2008-05-24,91,5,27
Swagga Like Us,JAY-Z &amp; T.I. featuring KANYE WEST &amp; LIL WAYNE,2008-09-27,5,5,20
Addicted,SAVING ABEL,2008-06-28,96,20,34
Love Remains The Same,GAVIN ROSSDALE,2008-06-21,76,27,31
All Summer Long,KID ROCK,2008-07-19,80,23,20
