Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
I Don't Wanna Cry,MARIAH CAREY,1991-04-06,50,1,19
More Than Words,EXTREME,1991-03-23,81,1,24
I Wanna Sex You Up,COLOR ME BADD,1991-04-06,88,2,23
Love Is A Wonderful Thing,MICHAEL BOLTON,1991-04-20,36,4,17
Rush Rush,PAULA ABDUL,1991-05-11,36,1,19
I Like The Way,HI-FIVE,1991-02-23,90,1,23
Losing My Religion,R.E.M.,1991-04-06,73,4,21
Touch Me,CATHY DENNIS,1991-03-02,78,2,20
Silent Lucidity,QUEENSRYCHE,1991-03-23,67,9,17
Rhythm Of My Heart,ROD STEWART,1991-03-16,53,5,18
Miracle,WHITNEY HOUSTON,1991-04-13,63,9,14
Unbelievable,EMF,1991-04-13,87,1,23
I Touch Myself,DIVINYLS,1991-03-09,78,4,18
Here We Go,C&amp;C MUSIC FACTORY,1991-03-02,82,3,20
Baby Baby,AMY GRANT,1991-02-23,75,1,21
Strike It Up,BLACK BOX,1991-04-06,87,8,18
Power Of Love / Love Power,LUTHER VANDROSS,1991-04-27,63,4,18
Written All Over Your Face,RUDE BOYS,1991-03-09,60,16,18
Don't Treat Me Bad,FIREHOUSE,1991-03-09,86,19,23
Couple Days Off,HUEY LEWIS AND THE NEWS,1991-04-27,56,11,13
Joyride,ROXETTE,1991-03-02,57,1,19
What Comes Naturally,SHEENA EASTON,1991-03-30,85,19,15
Playground,ANOTHER BAD CREATION,1991-04-27,66,10,17
You Don't Have To Go Home Tonight,TRIPLETS,1991-03-16,75,14,16
Mama Said Knock You Out,LL COOL J,1991-04-13,74,17,16
Do You Want Me,SALT-N-PEPA,1991-03-23,91,21,26
Here I Am (Come And Take Me),UB40,1991-03-23,97,7,25
My Heart Is Failing Me,RIFF,1991-03-23,83,25,14
Right Here Right Now,JESUS JONES,1991-04-13,94,2,25
Walking In Memphis,MARC COHN,1991-03-30,87,13,23
We Want The Funk,GERARDO,1991-05-04,72,16,11
Love At First Sight,STYX,1991-04-06,91,25,16
Voices That Care,VOICES THAT CARE,1991-03-16,76,11,16
How Can I Ease The Pain,LISA FISCHER,1991-04-13,98,11,20
Any Other Way,CELINE DION,1991-04-06,84,35,12
More Than Ever,NELSON,1991-03-09,81,14,17
Gypsy Woman,CRYSTAL WATERS,1991-05-04,94,8,16
She Talks To Angels,BLACK CROWES,1991-03-16,92,30,16
I'll Never Let You Go,STEELHEART,1991-03-16,77,23,27
Never Gonna Let You Down,SURFACE,1991-04-27,88,17,17
Cry For Help,RICK ASTLEY,1991-02-16,86,7,20
Place In The World,MICHAEL W. SMITH,1991-05-04,84,6,21
People Are Still Having Sex,LATOUR,1991-04-06,92,35,11
Save Some Love,KEEDY,1991-03-16,91,15,15
A Better Love,LONDONBEAT,1991-05-11,86,18,15
It's A Shame,MONIE LOVE,1991-03-16,81,26,16
Dream Lover,THE REBEL PEBBLES,1991-04-20,94,42,10
