Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Dominique,THE SINGING NUN,1963-11-02,110,1,14
There I've Said It Again,BOBBY VINTON,1963-11-30,50,1,13
Louie Louie,THE KINGSMEN,1963-11-02,132,2,17
Since I Fell For You,LENNY WELCH,1963-10-26,99,4,16
You Don't Have To Be A Baby To Cry,THE CARAVELLES,1963-11-02,84,3,13
Drip Drop,DION DI MUCI,1963-11-16,73,6,11
Forget Him,BOBBY RYDELL,1963-11-02,131,4,17
Popsicles And Icicles,THE MURMAIDS,1963-11-09,117,3,16
Talk Back Trembling Lips,JOHNNY TILLOTSON,1963-11-09,91,7,13
Be True To Your School,THE BEACH BOYS,1963-11-02,83,6,12
Midnight Mary,JOEY POWERS,1963-11-02,102,10,14
Quicksand,MARTHA AND THE VANDELLAS,1963-11-23,75,8,12
The Nitty Gritty,SHIRLEY ELLIS,1963-11-09,114,8,15
Loddy Lo,CHUBBY CHECKER,1963-11-02,71,12,13
Wives And Lovers,JACK JONES,1963-10-26,105,14,15
I'm Leaving It Up To You,DALE AND GRACE,1963-09-28,117,1,16
Everybody,TOMMY ROE,1963-09-28,128,3,16
The Boy Next Door,THE SECRETS,1963-11-02,123,18,11
Pretty Paper,ROY ORBISON,1963-11-30,111,15,9
As Usual,BRENDA LEE,1963-12-14,75,12,11
Surfin' Bird,THE TRASHMEN,1963-12-07,97,4,13
Can I Get A Witness,MARVIN GAYE,1963-10-12,117,22,17
Have You Heard,THE DUPREES,1963-11-02,112,18,11
Drag City,JAN AND DEAN,1963-11-30,107,10,12
Kansas City,TRINI LOPEZ,1963-11-16,91,23,10
Wonderful Summer,ROBIN WARD,1963-10-19,102,14,12
In My Room,THE BEACH BOYS,1963-11-02,86,23,11
She's A Fool,LESLEY GORE,1963-09-28,81,5,15
Walking The Dog,RUFUS THOMAS,1963-10-05,80,10,14
Turn Around,DICK AND DEEDEE,1963-11-16,120,27,10
For Your Precious Love,GARNET MIMMS AND THE ENCHANTERS,1963-11-09,113,26,11
That Luck Old Sun,RAY CHARLES,1963-12-07,72,20,9
Bad Girl,NEIL SEDAKA,1963-11-02,107,33,10
Little Red Rooster,SAM COOKE,1963-10-19,113,11,11
Stewball,"PETER, PAUL AND MARY",1963-11-23,125,35,8
Baby Don't You Weep,GARNET MIMMS AND THE ENCHANTERS,1963-11-09,107,30,10
Whispering,NINO TEMPO &amp; APRIL STEVENS,1963-12-21,80,11,9
Out Of Limits,THE MARKETTS,1963-12-07,85,3,14
Need To Belong,JERRY BUTLER,1963-11-23,79,31,11
When The Lovelight Starts Shining Through His Eyes,THE SUPREMES,1963-11-23,128,23,12
I Have A Boyfriend,THE CHIFFONS,1963-11-09,127,36,11
Somewhere,THE TYMES,1963-12-07,82,19,11
Living A Lie,AL MARTINO,1963-10-26,90,22,10
Twenty Four Hours From Tulsa,GENE PITNEY,1963-10-19,99,17,11
I Gotta Dance To Keep From Crying,THE MIRACLES,1963-11-23,92,35,10
Hey Little Cobra,THE RIP CORDS,1963-12-14,84,4,14
Sugar Shack,JIMMY GILMER AND THE FIREBALLS,1963-09-14,106,1,16
It's All Right,THE IMPRESSIONS,1963-09-28,86,4,14
Ta La La La Suzy,DEAN AND JEAN,1963-11-02,91,35,13
Rags To Riches,SUNNY AND THE SUNLINERS,1963-11-16,89,45,7
Girls Grow Up Faster Than Boys,THE COOKIES,1963-11-23,130,33,12
Daisy Petal Pickin',JIMMY GILMER AND THE FIREBALLS,1963-12-14,90,15,11
Long Tall Texan,MURRY KELLUM,1963-11-02,119,51,12
Misery,THE DYNAMICS,1963-10-26,109,44,11
Hooka Tooka,CHUBBY CHECKER,1963-12-07,83,17,14
The Marvelous Toy,THE CHAD MITCHELL TRIO,1963-11-23,131,43,10
The Impossible Happened,LITTLE PEGGY MARCH,1963-11-16,129,57,7
As Long As I Know He's Mine,THE MARVELETTES,1963-11-02,115,47,14
Today's Teardrops,RICK NELSON,1963-11-30,94,54,9
It's All In The Game,CLIFF RICHARD,1963-11-30,119,25,14
For You,RICK NELSON,1963-12-28,61,6,11
Ally Ally Oxen Free,THE KINGSTON TRIO,1963-11-16,122,61,8
"Baby, I Love You",THE RONETTES,1963-12-21,100,24,9
Anyone Who Had A Heart,DIONNE WARWICK,1963-12-07,100,8,14
Charade,HENRY MANCINI AND HIS ORCHESTRA,1963-11-30,125,36,12
Be Mad Little Girl,BOBBY DARIN,1963-11-23,90,64,7
I Can't Stop Talking About It,STEVE AND EYDIE,1963-12-07,125,35,11
That Boy John,THE RAINDROPS,1963-11-30,89,64,8
Dawn,DAVID ROCKINGHAM TRIO,1963-10-26,128,62,10
Dumb Head,GINNY ARNELL,1963-11-16,98,50,13
Bon-Doo-Wah,THE ORLONS,1963-12-14,98,55,6
You Don't Own Me,LESLEY GORE,1963-12-28,72,2,13
Comin' In The Back Door,THE BAJA MARIMBA BAND,1963-12-21,96,41,9
Begging To You,MARTY ROBBINS,1963-11-30,83,74,8
What Kind Of Fool (Do You Think I Am),THE TAMS,1963-12-14,83,9,14
Come Dance With Me,JAY AND THE AMERICANS,1963-11-23,107,76,9
Watch Your Step,BROOKS O'DELL,1963-11-30,132,58,11
True Love Goes On And On,BURL IVES,1963-12-14,115,66,7
What's Easy For Two Is So Hard For One,MARY WELLS,1963-12-28,79,29,12
Please,FRANK IFIELD,1963-12-14,94,71,6
The Little Boy,TONY BENNETT,1963-12-14,130,52,10
We Belong Together,JIMMY VELVET,1963-11-16,112,75,11
Letter From Sherry,DALE WARD,1963-12-14,128,25,13
"My One And Only, Jimmy Boy",THE GIRLFRIENDS,1963-12-21,127,49,8
In The Summer Of His Years,CONNIE FRANCIS,1963-12-21,104,46,7
The Cheer Leader,PAUL PETERSEN,1963-11-09,125,78,10
Baby's Gone,GENE THOMAS,1963-10-19,129,84,13
Cold Cold Winter,THE PIXIES THREE,1963-12-14,100,79,5
Hootenanny Saturday Night,THE BROTHERS FOUR,1963-12-14,97,89,5
I'll Search My Heart,JOHNNY MATHIS,1963-12-07,110,90,5
The Shelter Of Your Arms,SAMMY DAVIS JR.,1963-11-30,100,17,18
Did You Have A Happy Birthday,PAUL ANKA,1963-12-07,101,89,4
Here Comes The Boy,TRACEY DEY,1963-12-28,93,93,3
Harlem Shuffle,BOB AND EARL,1963-11-30,124,44,14
Pink Dominoes,THE CRESCENTS,1963-12-28,95,69,10
Snap Your Fingers,BARBARA LEWIS,1963-12-28,96,71,5
The Feeling Is Gone,BOBBY BLAND,1963-12-21,111,91,5
For Your Sweet Love,THE CASCADES,1963-12-07,129,86,6
Never Love A Robin,BOBBY VEE,1963-12-28,99,99,3
Where Or When,THE LETTERMEN,1963-12-28,100,98,2
Crossfire Time,DEE-CLARK,1963-11-16,110,92,7
The Son Of Rebel Rouser,DUANE EDDY,1963-12-14,108,97,6
Why Do Kids Grow Up,RANDY AND THE RAINDROPS,1963-11-30,106,97,7
Sneaky Sue,PATTY LACE AND THE PETTICOATS,1963-12-28,104,104,1
Do-Wah-Diddy,THE EXCITERS,1963-12-07,127,78,8
Since I Found A New Love,LITTLE JOHNNY TAYLOR,1963-12-28,106,78,4
In The Summer Of His Years,MILLICENT MARTIN,1963-12-28,107,104,3
Pain In My Heart,OTIS REDDING,1963-12-21,98,61,9
"Theme From ""The Cardinal""",ROGER WILLIAMS,1963-12-21,125,109,3
Java,AL HIRT,1963-12-28,110,4,17
Deep In The Heart Of Harlem,CLYDE McPHATTER,1963-12-28,111,90,7
Big Boss Man,CHARLIE RICH,1963-11-30,131,108,7
I Can't Stop Singing,BOBBY BLAND,1963-12-21,106,106,4
Coming Back To You,MAXINE BROWN,1963-12-21,110,99,5
Rock Candy,JACK McDUFF,1963-11-30,110,109,7
Slipin' And Slidin',JIM AND MONICA,1963-12-28,116,96,7
When You Walk In The Room,JACKIE DeSHANNON,1963-12-14,131,99,9
Red Don't Go With Blue,JIMMY CLANTON,1963-12-21,121,115,6
Puppy Love,BARBARA LEWIS,1963-12-28,119,38,14
Where There's A Will,LONNIE MACK,1963-12-14,123,113,5
I Can't Give You Anything But Love,FATS DOMINO,1963-11-30,127,114,5
Queridita mia (Little Darlin'),KEITH COLLEY,1963-12-28,122,122,1
See The Funny Little Clown,BOBBY GOLDSBORO,1963-12-28,123,9,15
Heartless Heart,FLOYD CRAMER,1963-12-21,130,124,2
Last Day In The Mines,DAVE DUDLEY,1963-12-14,133,125,3
He Was A Friend Of Mine,THE BRIARWOOD SINGERS,1963-12-28,126,126,1
Crystal Fingers,FERRANTE AND TEICHER,1963-12-28,127,127,1
Near To You,WILBERT HARRISON,1963-12-28,128,122,2
Waitin' For The Evening Train,THE ANITA KERR QUARTET,1963-12-28,129,125,2
Little Boxes,PETE SEEGER,1963-12-28,130,70,10
Bless 'Em All,JANE MORGAN,1963-12-28,131,131,1
Jimmy Boy,CAROL SHAW,1963-12-28,132,132,1
