Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
The Happening,THE SUPREMES,1967-04-01,112,1,12
Sweet Soul Music,ARTHUR CONLEY,1967-03-11,81,2,15
Somethin' Stupid,NANCY SINATRA &amp; FRANK SINATRA,1967-03-18,50,1,13
Groovin',THE YOUNG RASCALS,1967-04-22,79,1,13
"A Little Bit Me, A Little Bit You",THE MONKEES,1967-03-25,32,2,10
Don't You Care,THE BUCKINGHAMS,1967-03-11,100,6,14
You Got What It Takes,THE DAVE CLARK FIVE,1967-04-01,83,7,10
Close Your Eyes,PEACHES AND HERB,1967-03-25,86,8,12
I Got Rhythm,THE HAPPENINGS,1967-04-01,130,3,14
I Think We're Alone Now,TOMMY JAMES AND THE SHONDELLS,1967-02-04,112,4,18
"Girl, You'll Be A Woman Soon",NEIL DIAMOND,1967-04-01,133,10,12
On A Carousel,THE HOLLIES,1967-03-18,99,11,14
Release Me (And Let Me Love Again),ENGELBERT HUMPERDINCK,1967-04-01,119,4,15
Respect,ARETHA FRANKLIN,1967-04-29,50,1,12
When I Was Young,ERIC BURDON AND THE ANIMALS,1967-04-01,115,15,10
Happy Together,THE TURTLES,1967-02-04,134,1,16
I'm A Man,THE SPENCER DAVIS GROUP,1967-03-25,71,10,9
Friday On My Mind,THE EASYBEATS,1967-03-11,131,16,15
Here Comes My Baby,THE TREMELOES,1967-04-01,131,13,13
Jimmy Mack,MARTHA AND THE VANDELLAS,1967-02-25,89,10,14
Him Or Me - What's It Gonna Be,PAUL REVERE AND THE RAIDERS featuring MARK LINDSEY,1967-04-22,119,5,10
Creeque Alley,THE MAMAS AND THE PAPAS,1967-04-29,83,5,9
This Is My Song,PETULA CLARK,1967-03-04,90,3,12
Mirage,TOMMY JAMES AND THE SHONDELLS,1967-04-29,69,10,10
Sunshine Girl,THE PARADE,1967-04-08,127,20,9
Yellow Balloon,THE YELLOW BALLOON,1967-03-18,114,25,12
Get Me To The World On Time,THE ELECTRIC PRUNES,1967-03-25,106,27,9
All I Need,THE TEMPTATIONS,1967-04-29,81,8,10
Dead End Street,LOU RAWLS,1967-03-25,89,29,11
Shake A Tail Feather,JAMES AND BOBBY PURIFY,1967-04-15,82,25,9
Somebody To Love,JEFFERSON AIRPLANE,1967-03-25,124,5,16
I Never Loved A Man (The Way I Loved You),ARETHA FRANKLIN,1967-03-04,80,9,11
At The Zoo,SIMON AND GARFUNKEL,1967-03-18,89,16,9
I Was Kaiser Bill's Batman,WHISTLING JACK SMITH,1967-04-22,102,20,8
My Girl Josephine,JERRY JAYE,1967-04-15,87,29,9
Making Memories,FRANKIE LAINE,1967-04-08,93,35,8
Casino Royale,HERB ALPERT AND THE TIJUANA BRASS,1967-04-08,80,27,9
Western Union,THE FIVE AMERICANS,1967-02-25,132,5,13
My Back Pages,THE BYRDS,1967-03-25,120,30,8
Too Many Fish In The Sea & Three Little Fishes (Medley),MITCH RYDER AND THE DETROIT WHEELS,1967-04-29,76,24,6
Happy Jack,THE WHO,1967-04-08,132,24,10
Hip Hug-Her,BOOKER T. AND THE MG'S,1967-03-18,104,37,14
With This Ring,THE PLATTERS,1967-02-18,126,14,13
Portrait Of My Life,THE TOKENS,1967-04-08,104,36,9
Buy For Me The Rain,THE NITTY GRITTY DIRT BAND,1967-04-01,135,45,8
Love Eyes,NANCY SINATRA,1967-03-25,82,15,8
Melancoly Music Man,THE RIGHTEOUS BROTHERS,1967-04-15,106,43,7
Six O'Clock,THE LOVIN' SPOONFUL,1967-04-29,90,18,8
When You're Young And In Love,THE MARVELETTES,1967-04-22,86,23,10
Bernadette,THE FOUR TOPS,1967-03-11,65,4,10
My Babe,RONNIE DOVE,1967-04-15,135,50,7
Nothing Takes The Place Of You,TOUSSAINT McCALL,1967-03-18,107,52,12
Little Games,THE YARDBIRDS,1967-04-15,134,51,7
Music To Watch Girls By,ANDY WILLIAMS,1967-03-25,80,34,8
Lay Some Happiness On Me,DEAN MARTIN,1967-04-22,120,55,6
The Oogum Boogum Song,BRENTON WOOD,1967-04-15,98,34,12
Can't Seem To Make You Mine,THE SEEDS,1967-04-08,103,41,10
A Beautiful Story,SONNY AND CHER,1967-04-29,86,53,5
Out Of Left Field,PERCY SLEDGE,1967-04-08,79,59,7
"Another Day, Another Heartache",THE 5TH DIMENSION,1967-04-29,87,45,6
