Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
(Sitin' On) The Dock Of The Bay,OTIS REDDING,1968-01-27,67,1,16
Love Is Blue,PAUL MAURIAT AND HIS ORCHESTRA,1967-12-23,119,1,20
Valeri,THE MONKEES,1968-03-09,24,3,10
Simon Says,1910 FRUITGUM CO.,1968-01-20,115,4,15
(Sweet Sweet Baby) Since You've Been Gone,ARETHA FRANKLIN,1968-03-02,31,5,12
La-La-Means I Love You,THE DELFONICS,1968-02-03,92,4,15
Young Girl,THE UNION GAP featuring GARY PUCKETT,1968-02-24,118,2,16
The Ballad Of Bonnie And Clyde,GEORGIE FAME,1968-02-10,102,7,15
Lady Madonna,THE BEATLES,1968-03-23,23,4,11
(Theme From) Valley Of The Dolls,DIONNE WARWICK,1968-01-20,77,2,13
Mighty Quinn (Quinn The Eskimo),MANFRED MANN,1968-02-24,121,10,12
Just Dropped In (To See What Condition My Condition Was In),THE FIRST EDITION,1968-02-03,104,5,11
Scarborough Fair (Canticle),SIMON AND GARFUNKEL,1968-02-24,101,11,12
Dance To The Music,SLY AND THE FAMILY STONE,1968-01-27,113,8,17
Cry Like A Baby,THE BOX TOPS,1968-02-24,128,2,16
Kiss Me Goodbye,PETULA CLARK,1968-02-17,82,15,11
I Thank You,SAM AND DAVE,1968-01-27,72,9,13
If You Can Wait,SMOKEY ROBINSON AND THE MIRACLES,1968-02-24,85,11,12
I Got The Feelin',JAMES BROWN AND THE FAMOUS FLAMES,1968-03-16,63,6,12
The End Of Our Road,GLADYS KNIGHT AND THE PIPS,1968-02-10,68,15,10
Playboy,GENE AND DEBBIE,1968-02-17,84,17,16
I Wish It Would Rain,THE TEMPTATIONS,1968-01-13,56,4,14
Honey,BOBBY GOLDSBORO,1968-03-23,64,1,15
Will You Love Me Tomorrow,THE FOUR SEASONS,1968-02-24,78,24,8
Cab Driver,THE MILLS BROTHERS,1968-01-27,92,23,15
Everything That Touches You,THE ASSOCIATION,1968-01-27,104,10,10
Sweet Inspiration,THE SWEET INSPIRATIONS,1968-02-24,106,18,15
Love Is All Around,THE TROGGS,1968-02-10,118,7,18
