Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Whatever You Like,T.I.,2008-08-23,99,1,31
Live Your Life,T.I. featuring RIHANNA,2008-10-11,80,1,28
If I Were A Boy,BEYONCE,2008-10-25,100,3,20
So What,PINK,2008-09-06,9,1,31
Womanizer,BRITNEY SPEARS,2008-10-18,96,1,23
Hot'n'Cold,KATY PERRY,2008-08-23,88,3,38
Let It Rock,KEVIN RUDOLF featuring LIL WAYNE,2008-09-13,85,5,35
Miss Independent,NE-YO,2008-09-06,98,7,28
Disturbia,RIHANNA,2008-07-05,18,1,37
I'm Yours,JASON MRAZ,2008-05-03,93,6,76
Can't Believe It,T-PAIN featuring LIL WAYNE,2008-08-16,29,7,24
Love Lockdown,KANYE WEST,2008-10-04,3,3,23
Better In Time,LEONA LEWIS,2008-08-02,75,11,30
Right Now (Na Na Na),AKON,2008-10-11,17,8,22
Love Story,TAYLOR SWIFT,2008-09-27,16,4,49
Mrs. Officer,LIL WAYNE featuring BOBBY VALENTINO,2008-09-06,86,16,22
Paper Planes,M.I.A.,2008-08-02,55,4,20
Closer,NE-YO,2008-05-03,95,7,39
Gotta Be Somebody,NICKELBACK,2008-10-18,10,10,27
Crush,DAVID ARCHULETA,2008-08-30,2,2,23
My Life,THE GAME featuring LIL WAYNE,2008-08-23,21,21,20
Viva La Vida,COLDPLAY,2008-05-24,15,1,51
Got Money,LIL WAYNE featuring T-PAIN,2008-06-14,13,10,27
Spotlight,JENNIFER HUDSON,2008-08-09,96,24,21
Fall For You,SECONDHAND SERENADE,2008-06-28,85,21,30
Addicted,SAVING ABEL,2008-06-28,96,20,34
One Step At A Time,JORDIN SPARKS,2008-07-12,79,17,21
Forever,CHRIS BROWN,2008-05-10,9,2,33
Keeps Gettin' Better,CHRISTINA AGUILERA,2008-10-18,7,7,18
Swagga Like Us,JAY-Z &amp; T.I. featuring KANYE WEST &amp; LIL WAYNE,2008-09-27,5,5,20
Chicken Fried,ZAC BROWN BAND,2008-10-04,60,20,25
