Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Rock The Boat,HUES CORPORATION,1974-05-25,83,1,18
Sundown,GORDON LIGHTFOOT,1974-04-13,83,1,18
Billy - Don't Be A Hero,BO DONALDSON &amp; THE HEYWOODS,1974-04-20,90,1,19
Rock Your Baby,GEORGE McCRAE,1974-06-01,93,1,17
If You Love Me,OLIVIA NEWTON-JOHN,1974-04-13,87,5,20
Hollywood Swinging,KOOL AND THE GANG,1974-04-20,87,6,19
You Make Me Feel Brand New,STYLISTICS,1974-03-23,84,2,25
Annie's Song,JOHN DENVER,1974-06-01,87,1,17
He Won't See Me,ANNE MURRAY,1974-04-20,83,8,20
On & On,GLADYS KNIGHT AND THE PIPS,1974-05-25,70,5,17
The Air That I Breathe,HOLLIES,1974-04-20,98,6,21
Be Thankful For What You've Got,WILLIAM DE VAUGHAN,1974-05-04,89,4,18
Rikki Don't Lose My Number,STEELY DAN,1974-05-11,84,4,19
One Hell Of A Woman,MAC DAVIS,1974-03-30,96,11,28
Rock & Roll Heaven,RIGHTEOUS BROTHERS,1974-05-25,78,3,17
Sideshow,BLUE MAGIC,1974-05-18,92,8,21
Band On The Run,PAUL McCARTNEY &amp; WINGS,1974-04-20,68,1,18
The Streak,RAY STEVENS,1974-04-13,84,1,17
Dancing Machine,JACKSON FIVE,1974-03-16,79,2,22
Radar Love,GOLDEN EARRING,1974-05-11,99,13,20
I'm Coming Home,SPINNERS,1974-05-18,84,18,13
Midnight At The Oasis,MARIA MULDAUR,1974-02-23,97,6,24
The Entertainer,MARVIN HAMLISCH,1974-03-23,88,3,16
Waterloo,ABBA,1974-06-01,76,6,17
Don't Let The Sun Go Down On Me,ELTON JOHN,1974-06-22,70,2,15
For The Love Of Money,O'JAYS,1974-04-13,90,9,16
Finally Got Myself Together,IMPRESSIONS,1974-05-04,99,17,18
Haven't Got Time For The Pain,CARLY SIMON,1974-05-11,80,14,12
If You Wanna Get To Heaven,OZARK MOUNTAIN DAREDEVILS,1974-04-20,99,25,16
Takin' Care Of Business,BACHMAN-TURNER OVERDRIVE,1974-05-18,98,12,20
Train Of Thought,CHER,1974-05-25,75,27,11
If You Talk In Your Sleep,ELVIS PRESLEY,1974-06-08,77,17,13
Already Gone,EAGLES,1974-05-04,97,32,15
Machine Gun,COMMODORES,1974-06-15,83,22,13
Workin' At The Car Wash Blues,JIM CROCE,1974-06-08,84,32,11
Feel Like Makin' Love,ROBERTA FLACK,1974-06-22,78,1,16
Come Monday,JIMMY BUFFETT,1974-05-18,96,30,14
The Heart,GENE REDDING,1974-05-04,98,24,16
Fish Ain't Bitin',LAMONT DOZIER,1974-06-15,91,26,12
Keep On Smilin',WET WILLIE,1974-05-25,93,10,19
Please Come To Boston,DAVE LOGGINS,1974-06-01,98,5,18
Save The Last Dance For Me,DeFRANCO FAMILY,1974-05-04,84,18,13
Tell Me Something Good,RUFUS,1974-06-15,79,3,17
Ballero,WAR,1974-06-08,85,33,10
My Girl Bill,JIM STAFFORD,1974-04-20,74,12,15
La Grange,ZZ TOP,1974-03-30,97,41,17
Oh Very Young,CAT STEVENS,1974-03-16,88,10,17
I'm The Leader Of The Gang,BROWNSVILLE STATION,1974-05-25,89,48,8
Help Me,JONI MITCHELL,1974-03-16,87,7,19
Jive Turkey,OHIO PLAYERS,1974-06-15,75,47,11
My Thang,JAMES BROWN,1974-06-22,79,29,13
Call On Me,CHICAGO,1974-06-22,89,6,15
You And Me Against The World,HELEN REDDY,1974-06-15,87,9,20
When The Morning Comes,HOYT AXTON,1974-06-01,83,54,6
The Locomotion,GRAND FUNK,1974-03-09,82,1,20
Rock Me Gently,ANDY KIM,1974-06-22,81,1,18
Room Full Of Roses,MICKEY GILLEY,1974-06-08,88,50,11
Don't You Worry 'Bout A Thing,STEVIE WONDER,1974-04-06,73,16,15
The Night Chicago Died,PAPER LACE,1974-06-15,98,1,17
Too Late,TAVARES,1974-06-01,91,59,7
The Show Must Go On,THREE DOG NIGHT,1974-03-16,90,4,19
Wild Flower,NEW BIRTH,1974-05-11,95,45,9
That Song Is Driving Me Crazy,TOM T. HALL,1974-06-15,80,63,4
The Same Love That Made Me Laugh,BILL WITHERS,1974-04-13,97,50,13
Wild Thing,FANCY,1974-06-15,99,14,17
There Will Never Be Any Peace,CHI-LITES,1974-06-15,93,63,7
Put Out The Light,JOE COCKER,1974-06-22,82,46,12
Hang On In There Baby,JOHNNY BRISTOL,1974-06-29,79,8,17
Rebel Rebel,DAVID BOWIE,1974-06-01,85,64,8
Kung Fu,CURTIS MAYFIELD,1974-06-22,96,40,13
Sure As I'm Sittin' Here,THREE DOG NIGHT,1974-06-29,88,16,13
If You Go Away,TERRY JACKS,1974-06-08,94,68,5
Mr. President,DICKIE GOODMAN,1974-06-15,90,73,4
Rub It In,BILLY 'CRASH' CRADDOCK,1974-06-29,84,16,15
Silly Milly,BLUE SUEDE,1974-06-15,81,71,4
You've Got My Soul On Fire,TEMPTATIONS,1974-06-22,90,74,6
Happiness Is Just Around The Bend,MAIN INGREDIENT,1974-06-29,97,35,12
How Do You Feel The Morning After,MILLIE JACKSON,1974-06-08,99,77,7
I've Had It,FANNY,1974-06-08,100,79,7
Old Home Filler-Up & Keep-On-A-Truckin' Cafe,C.W. McCALL,1974-06-29,90,54,7
I've Been Born Again,JOHNNIE TAYLOR,1974-06-29,89,78,4
(You're) Having My Baby,PAUL ANKA,1974-07-06,82,1,15
You Can't Be A Beacon,DONNA FARGO,1974-06-29,91,57,13
Wildwood Weed,JIM STAFFORD,1974-07-06,84,7,14
Worse Comes To Worst,BILLY JOEL,1974-06-29,94,80,4
Love Is The Message,M.F.S.B. &amp; THREE DEGREES,1974-07-06,86,85,4
Air Disaster,ALBERT HAMMOND,1974-06-29,96,81,4
I'm Falling In Love With You,LITTLE ANTHONY &amp; THE IMPERIALS,1974-06-15,92,86,4
What Comes Up,TYRONE DAVIS,1974-07-06,89,89,2
I'm Leaving It All Up To You,DONNY &amp; MARIE OSMOND,1974-07-06,90,4,15
Captain Howdy,SIMON STOKES,1974-07-06,91,91,2
Tell Me That I'm Wrong,"BLOOD, SWEAT AND TEARS",1974-06-29,95,83,4
Good Things Don't Last Forever,ECSTACY PASSION &amp; PAIN,1974-07-06,93,93,4
I Wish It Was Me That You Loved,DELLS,1974-07-06,94,94,2
Between Her Goodbye & My Hello,GLADYS KNIGHT AND THE PIPS,1974-06-29,98,57,9
What's Your Name,ANDY &amp; DAVID WILLIAMS,1974-06-22,98,92,4
You're Welcome - Stop On By,BOBBY WOMACK,1974-07-06,97,59,7
Time For Livin',SLY AND THE FAMILY STONE,1974-07-06,98,32,12
Dance Master,WILLIE HENDERSON,1974-07-06,99,73,5
Wake Up And Love Me,APRIL STEVENS,1974-06-15,97,93,4
Wovoka,REDBONE,1974-07-06,101,101,1
It Could Have Been Me,SAMI JO,1974-07-06,102,46,14
Kalimba Story,"EARTH, WIND AND FIRE",1974-07-06,103,55,10
Ma (He's Making Eyes At Me),LENA ZAVARONI,1974-07-06,104,91,5
Makin' The Best Of A Bad Situation,DICK FELLER,1974-07-06,105,105,1
It's Better To Have (And Don't Need),DON COVAY,1974-07-06,106,63,7
