Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Dilemma,NELLY featuring KELLY ROWLAND,2002-07-13,54,1,29
Complicated,AVRIL LAVIGNE,2002-06-01,68,2,31
Hot In Herre,NELLY,2002-05-04,49,1,26
Gangsta Lovin',EVE featuring ALICIA KEYS,2002-07-13,61,2,22
I Need A Girl (Part Two),"P. DIDDY &amp; GINUWINE feat LOON, MARIO WINANS &amp; TAMMY RUGGIERI",2002-06-08,55,4,26
Just A Friend 2002,MARIO,2002-05-25,88,4,21
Cleanin' Out My Closet,EMINEM,2002-08-03,54,4,20
Happy,ASHANTI,2002-06-01,77,8,23
Just Like A Pill,PINK,2002-07-06,61,8,20
Nothin',N.O.R.E.,2002-05-25,81,10,24
Down 4 U,"IRV GOTTI pres THE INC. feat JA RULE, ASHANTI, CHARLI BALTIM",2002-06-22,74,6,20
Move B***h,LUDACRIS feat MYSTIKAL &amp; INFAMOUS 2.0,2002-06-08,88,10,23
No Such Thing,JOHN MAYER,2002-06-01,65,13,24
One Last Breath,CREED,2002-06-08,72,6,34
Heaven,DJ SAMMY &amp; YANOU featuring DO,2002-06-01,93,8,27
Gotta Get Thru This,DANIEL BEDDINGFIELD,2002-07-27,77,10,21
A Thousand Miles,VANESSA CARLTON,2002-03-02,80,5,41
Hero,CHAD KROEGER feat JOSEY SCOTT,2002-05-18,69,3,22
The Middle,JIMMY EAT WORLD,2002-03-16,71,5,33
Long Time Gone,DIXIE CHICKS,2002-06-22,67,7,20
I'm Gonna Be Alright,JENNIFER LOPEZ featuring NAS,2002-04-27,69,10,23
The Good Stuff,KENNY CHESNEY,2002-06-08,70,22,20
Love At First Sight,KYLIE MINOGUE,2002-06-29,95,23,16
Why Don't We Fall In Love,AMERIE,2002-06-08,71,23,19
If I Could Go!,ANGIE MARTINEZ feat LIL' MO &amp; SACARIO,2002-06-22,91,15,26
Soak Up The Sun,SHERYL CROW,2002-04-13,73,17,29
Unbroken,TIM McGRAW,2002-07-06,69,26,20
Feel It Boy,BEENIE MAN featuring JANET,2002-08-03,65,28,12
Good Times,STYLES,2002-07-20,75,22,20
I Miss My Friend,DARRYL WORLEY,2002-06-15,73,28,20
Still Fly,BIG TYMERS,2002-04-13,99,11,24
Ten Rounds With Jose Cuervo,TRACY BYRD,2002-07-06,73,26,20
Two Wrongs,WYCLEF JEAN featuring CLAUDETTE ORTIZ,2002-07-13,76,28,20
I Care 4 U,AALIYAH,2002-08-24,67,16,20
By The Way,RED HOT CHILI PEPPERS,2002-06-15,55,34,20
Hey Ma,"CAM'RON feat JULEZ SANTANA, FREEKEY ZEKEY &amp; TOYA",2002-08-31,50,3,21
The Impossible,JOE NICHOLS,2002-06-01,95,29,21
I Keep Looking,SARA EVANS,2002-07-20,70,35,19
Stingy,GINUWINE,2002-08-03,69,33,20
Oh Boy,CAM'RON featuring JUELZ SANTANA,2002-04-20,77,4,21
Without Me,EMINEM,2002-05-11,44,2,20
Wherever You Will Go,THE CALLING,2001-11-10,71,5,45
Beautiful Mess,DIAMOND RIO,2002-08-10,78,28,20
Where Are You Going,DAVE MATTHEWS BAND,2002-06-15,76,39,20
Baby,ASHANTI,2002-07-27,74,15,22
Halfcrazy,MUSIQ,2002-03-23,81,16,25
Foolish,ASHANTI,2002-02-16,78,1,32
Underneath It All,NO DOUBT featuring LADY SAW,2002-08-31,64,3,30
Blurry,PUDDLE OF MUDD,2001-12-22,72,5,38
Somebody Like It,KEITH URBAN,2002-08-17,73,23,20
"Courtesy Of The Red, White And Blue (The Angry American)",TOBY KEITH,2002-06-08,73,25,20
Trade It All,FABOLOUS feat P. DIDDY &amp; JAGGED EDGE,2002-08-17,70,20,18
